day,hour,festival,rain,weather,vehicle_count,traffic_density
Sunday,1,Ganesh Chaturthi,0,Clear,1863,1.0
Tuesday,19,Eid,1,Clear,368,0.484
Friday,19,Diwali,0,Cloudy,833,0.6165
Saturday,22,Diwali,1,Clear,1161,0.8805
Monday,16,Eid,1,Clear,1490,1.0
Tuesday,20,Eid,1,Clear,145,0.37250000000000005
Monday,13,Eid,1,Cloudy,1349,0.9745
Wednesday,9,None,0,Rainy,748,0.374
Tuesday,7,None,0,Clear,464,0.232
Tuesday,10,Ganesh Chaturthi,0,Clear,1973,1.0
Monday,13,Christmas,0,Clear,1575,0.9875
Monday,23,None,0,Cloudy,357,0.1785
Monday,14,Ganesh Chaturthi,1,Cloudy,447,0.5235
Thursday,0,None,1,Cloudy,469,0.3345
Sunday,0,Eid,0,Rainy,838,0.619
Monday,18,None,0,Rainy,649,0.3245
Thursday,2,None,1,Cloudy,1053,0.6265
Thursday,6,None,1,Clear,623,0.4115
Sunday,18,Diwali,1,Clear,1457,1.0
Sunday,19,Eid,1,Clear,114,0.357
Friday,19,Christmas,1,Clear,185,0.39249999999999996
Tuesday,10,None,1,Rainy,497,0.34850000000000003
Tuesday,11,Eid,1,Clear,1156,0.878
Sunday,7,Ganesh Chaturthi,1,Clear,509,0.5545
Friday,12,Diwali,1,Rainy,1390,0.995
Sunday,12,Eid,0,Cloudy,664,0.532
Monday,22,Christmas,1,Cloudy,309,0.4545
Saturday,0,Ganesh Chaturthi,0,Cloudy,1579,0.9895
Friday,17,Ganesh Chaturthi,1,Clear,1342,0.971
Saturday,12,Ganesh Chaturthi,0,Rainy,162,0.281
Tuesday,9,None,0,Cloudy,1172,0.586
Thursday,20,Diwali,0,Cloudy,1742,1.0
Sunday,22,None,1,Cloudy,721,0.4605
Friday,6,None,1,Clear,1612,0.906
Tuesday,16,Christmas,0,Cloudy,745,0.5725
Monday,12,Ganesh Chaturthi,1,Rainy,443,0.5215
Saturday,8,Christmas,1,Cloudy,1093,0.8464999999999999
Friday,3,Ganesh Chaturthi,1,Rainy,210,0.405
Wednesday,23,Ganesh Chaturthi,1,Clear,1257,0.9285
Friday,21,Christmas,0,Cloudy,1333,0.8665
Thursday,16,Eid,1,Clear,942,0.771
Monday,15,None,1,Clear,396,0.29800000000000004
Thursday,11,Diwali,1,Clear,1138,0.8689999999999999
Tuesday,23,Ganesh Chaturthi,0,Cloudy,263,0.3315
Friday,14,Diwali,0,Rainy,1214,0.8069999999999999
Sunday,2,Ganesh Chaturthi,1,Cloudy,1046,0.8230000000000001
Thursday,1,None,0,Clear,1213,0.6065
Friday,17,Diwali,1,Clear,1113,0.8564999999999999
Friday,0,Christmas,1,Rainy,1491,1.0
Saturday,13,Eid,0,Cloudy,848,0.624
Saturday,13,None,1,Cloudy,1311,0.7555
Wednesday,20,Diwali,1,Cloudy,1384,0.9919999999999999
Wednesday,19,Ganesh Chaturthi,1,Rainy,1491,1.0
Wednesday,10,Eid,0,Cloudy,1233,0.8165
Monday,14,Eid,0,Cloudy,484,0.442
Monday,6,None,1,Clear,1908,1.0
Sunday,22,Ganesh Chaturthi,0,Rainy,614,0.507
Thursday,19,None,0,Cloudy,927,0.4635
Sunday,15,Christmas,1,Cloudy,1433,1.0
Friday,19,Diwali,0,Cloudy,1578,0.9890000000000001
Monday,5,Christmas,1,Rainy,377,0.48850000000000005
Thursday,15,Eid,1,Rainy,997,0.7985
Thursday,17,Eid,0,Cloudy,1249,0.8245
Saturday,22,Diwali,1,Cloudy,1825,1.0
Friday,3,Ganesh Chaturthi,1,Clear,799,0.6995
Monday,2,None,1,Rainy,1733,0.9665
Sunday,4,Christmas,0,Rainy,1604,1.0
Friday,18,Christmas,1,Clear,632,0.616
Thursday,2,None,0,Rainy,1999,0.9995
Friday,10,Ganesh Chaturthi,0,Cloudy,340,0.37
Sunday,12,Diwali,1,Cloudy,1948,1.0
Saturday,9,Christmas,0,Cloudy,697,0.5485
Thursday,23,Eid,0,Cloudy,100,0.25
Thursday,2,Diwali,0,Cloudy,1098,0.7490000000000001
Wednesday,18,Diwali,1,Clear,474,0.537
Wednesday,11,Eid,1,Clear,986,0.793
Sunday,1,None,1,Rainy,1843,1.0
Saturday,13,Diwali,1,Clear,144,0.372
Friday,16,Christmas,0,Clear,1944,1.0
Saturday,1,Eid,1,Cloudy,1360,0.9800000000000001
Tuesday,5,Ganesh Chaturthi,0,Cloudy,1158,0.7789999999999999
Saturday,4,Diwali,0,Rainy,1812,1.0
Thursday,1,Christmas,1,Cloudy,1188,0.894
Wednesday,7,Eid,0,Rainy,1677,1.0
Friday,15,Ganesh Chaturthi,0,Cloudy,746,0.573
Saturday,5,Eid,0,Rainy,1293,0.8465
Friday,20,None,0,Rainy,1203,0.6015
Saturday,23,Diwali,1,Rainy,278,0.43900000000000006
Saturday,18,Diwali,1,Rainy,353,0.47650000000000003
Wednesday,23,Diwali,0,Rainy,1220,0.81
Tuesday,4,Ganesh Chaturthi,1,Clear,1045,0.8224999999999999
Wednesday,3,Eid,0,Clear,974,0.687
Friday,14,Christmas,1,Rainy,632,0.616
Monday,5,None,0,Cloudy,1695,0.8475
Thursday,10,Eid,0,Clear,1360,0.8800000000000001
Sunday,10,Ganesh Chaturthi,0,Cloudy,1969,1.0
Thursday,8,Eid,0,Clear,1760,1.0
Monday,19,Ganesh Chaturthi,0,Rainy,1004,0.702
Monday,21,None,1,Rainy,356,0.278
Thursday,15,Ganesh Chaturthi,1,Rainy,433,0.5165
Friday,18,Ganesh Chaturthi,1,Clear,1492,1.0
Wednesday,11,Diwali,0,Rainy,1364,0.8820000000000001
Wednesday,2,Eid,0,Cloudy,1313,0.8565
Wednesday,22,None,0,Rainy,1920,0.96
Friday,21,Diwali,1,Cloudy,1926,1.0
Saturday,11,Eid,1,Clear,1694,1.0
Tuesday,8,Ganesh Chaturthi,1,Rainy,1292,0.9460000000000001
Tuesday,18,Eid,1,Clear,1748,1.0
Friday,11,Christmas,0,Rainy,324,0.362
Friday,9,Diwali,0,Clear,825,0.6125
Wednesday,20,Eid,0,Clear,1353,0.8765000000000001
Saturday,6,Diwali,0,Clear,277,0.3385
Thursday,16,Eid,1,Cloudy,1480,1.0
Friday,22,Eid,0,Rainy,1669,1.0
Sunday,4,None,1,Rainy,589,0.39449999999999996
Saturday,13,Diwali,0,Rainy,1146,0.7729999999999999
Sunday,13,Christmas,1,Clear,596,0.598
Monday,20,None,1,Rainy,1401,0.8005
Thursday,6,Diwali,0,Cloudy,1717,1.0
Friday,5,Diwali,0,Clear,278,0.339
Sunday,5,Ganesh Chaturthi,0,Cloudy,1258,0.829
Saturday,17,Diwali,1,Clear,1947,1.0
Saturday,18,Diwali,1,Cloudy,324,0.46199999999999997
Saturday,4,Eid,0,Clear,907,0.6535
Sunday,16,None,0,Clear,276,0.138
Sunday,11,Diwali,1,Rainy,1675,1.0
Sunday,15,Eid,1,Cloudy,1759,1.0
Wednesday,5,Christmas,0,Clear,1473,0.9365000000000001
Tuesday,15,Ganesh Chaturthi,0,Clear,964,0.6819999999999999
Friday,12,Christmas,0,Clear,795,0.5975
Saturday,19,Christmas,1,Clear,410,0.505
Thursday,21,Ganesh Chaturthi,0,Rainy,541,0.47050000000000003
Tuesday,17,Ganesh Chaturthi,1,Rainy,116,0.358
Sunday,16,Christmas,1,Rainy,668,0.634
Monday,16,Diwali,0,Cloudy,1840,1.0
Friday,7,Ganesh Chaturthi,1,Clear,1258,0.9289999999999999
Thursday,15,Ganesh Chaturthi,1,Cloudy,133,0.36650000000000005
Saturday,0,Ganesh Chaturthi,0,Clear,1847,1.0
Wednesday,6,Eid,1,Cloudy,1200,0.9
Sunday,15,Eid,0,Cloudy,970,0.685
Thursday,4,Christmas,0,Cloudy,1437,0.9185000000000001
Wednesday,14,None,0,Clear,248,0.124
Saturday,16,Diwali,0,Clear,242,0.321
Sunday,20,Christmas,0,Cloudy,585,0.4925
Saturday,3,Eid,0,Cloudy,862,0.631
Friday,9,Christmas,0,Cloudy,330,0.365
Monday,8,None,1,Rainy,1034,0.617
Sunday,2,Ganesh Chaturthi,1,Cloudy,1119,0.8595
Thursday,20,Ganesh Chaturthi,0,Cloudy,766,0.583
Tuesday,12,Christmas,0,Clear,556,0.47800000000000004
Monday,15,None,0,Clear,844,0.422
Saturday,8,Eid,1,Rainy,930,0.765
Thursday,20,Eid,1,Clear,1036,0.818
Wednesday,14,Diwali,1,Rainy,730,0.6649999999999999
Saturday,5,None,0,Cloudy,1860,0.93
Tuesday,15,Ganesh Chaturthi,0,Cloudy,1722,1.0
Wednesday,3,None,0,Clear,1268,0.634
Monday,17,Diwali,0,Cloudy,1098,0.7490000000000001
Thursday,13,Christmas,1,Rainy,978,0.789
Wednesday,6,Ganesh Chaturthi,1,Clear,902,0.751
Monday,1,None,1,Cloudy,1819,1.0
Wednesday,1,Christmas,1,Cloudy,155,0.37750000000000006
Saturday,19,Ganesh Chaturthi,1,Clear,813,0.7065
Saturday,17,Diwali,1,Cloudy,859,0.7294999999999999
Sunday,15,Ganesh Chaturthi,1,Rainy,1828,1.0
Friday,8,None,1,Rainy,1553,0.8765
Friday,21,Diwali,1,Clear,144,0.372
Monday,19,Eid,1,Rainy,143,0.37150000000000005
Thursday,9,Eid,0,Rainy,461,0.4305
Sunday,19,None,1,Clear,554,0.377
Sunday,4,Ganesh Chaturthi,1,Rainy,1359,0.9794999999999999
Thursday,11,Christmas,0,Rainy,1888,1.0
Wednesday,13,Christmas,0,Cloudy,898,0.649
Wednesday,9,Christmas,0,Clear,300,0.35
Friday,3,None,0,Rainy,1754,0.877
Tuesday,23,Diwali,1,Clear,1821,1.0
Wednesday,3,Christmas,1,Cloudy,598,0.599
Wednesday,19,None,0,Cloudy,946,0.473
Saturday,22,Diwali,0,Clear,1179,0.7895000000000001
Monday,2,None,0,Rainy,148,0.074
Sunday,17,Eid,1,Cloudy,1877,1.0
Wednesday,5,Christmas,1,Rainy,440,0.52
Wednesday,13,Ganesh Chaturthi,0,Rainy,850,0.625
Tuesday,13,Ganesh Chaturthi,0,Cloudy,319,0.35950000000000004
Wednesday,13,Eid,0,Rainy,1649,1.0
Thursday,21,Diwali,0,Rainy,673,0.5365
Tuesday,20,Christmas,0,Rainy,1982,1.0
Tuesday,5,Christmas,0,Rainy,159,0.2795
Wednesday,11,None,0,Rainy,786,0.393
Friday,7,Diwali,1,Rainy,1474,1.0
Wednesday,16,None,1,Rainy,730,0.46499999999999997
Friday,3,None,1,Clear,903,0.5515
Wednesday,16,Ganesh Chaturthi,0,Clear,411,0.40549999999999997
Wednesday,14,None,1,Rainy,1080,0.64
Wednesday,4,Christmas,1,Rainy,959,0.7795
Tuesday,18,Christmas,0,Clear,1348,0.8740000000000001
Friday,9,Christmas,0,Clear,1132,0.766
Sunday,20,Ganesh Chaturthi,1,Cloudy,732,0.666
Wednesday,16,Christmas,0,Clear,1975,1.0
Sunday,14,Christmas,0,Cloudy,218,0.309
Tuesday,20,Christmas,1,Clear,1517,1.0
Tuesday,16,Christmas,0,Rainy,1346,0.873
Friday,14,None,0,Rainy,220,0.11
Monday,19,Diwali,1,Cloudy,1464,1.0
Sunday,14,Ganesh Chaturthi,0,Clear,1621,1.0
Thursday,21,Ganesh Chaturthi,0,Cloudy,1879,1.0
Monday,15,None,1,Cloudy,1593,0.8965
Monday,13,Christmas,0,Clear,531,0.4655
Saturday,1,Diwali,0,Rainy,1194,0.7969999999999999
Thursday,18,Ganesh Chaturthi,0,Cloudy,1729,1.0
Friday,5,Ganesh Chaturthi,1,Cloudy,1525,1.0
Friday,10,Diwali,1,Cloudy,1321,0.9605
Monday,11,Ganesh Chaturthi,0,Clear,1877,1.0
Tuesday,22,Diwali,0,Clear,1429,0.9145000000000001
Thursday,9,None,0,Rainy,1588,0.794
Thursday,14,Christmas,1,Clear,563,0.5815
Saturday,12,None,1,Cloudy,799,0.49950000000000006
Saturday,3,Ganesh Chaturthi,0,Clear,1963,1.0
Wednesday,2,Christmas,0,Rainy,646,0.523
Sunday,18,Diwali,1,Clear,1721,1.0
Friday,3,Christmas,0,Clear,1039,0.7195
Thursday,3,None,0,Clear,1289,0.6445
Monday,19,Ganesh Chaturthi,0,Clear,299,0.34950000000000003
Monday,0,Ganesh Chaturthi,1,Cloudy,708,0.654
Sunday,5,Eid,0,Cloudy,893,0.6465000000000001
Sunday,19,None,0,Rainy,1358,0.679
Sunday,4,Ganesh Chaturthi,0,Cloudy,463,0.4315
Monday,1,None,0,Clear,838,0.419
Wednesday,2,Ganesh Chaturthi,0,Cloudy,1305,0.8525
Sunday,16,Ganesh Chaturthi,1,Cloudy,1860,1.0
Thursday,19,None,0,Clear,570,0.285
Sunday,1,Ganesh Chaturthi,1,Rainy,1087,0.8435
Monday,19,None,0,Clear,1372,0.686
Tuesday,10,Diwali,1,Clear,1517,1.0
Wednesday,22,Eid,1,Clear,560,0.5800000000000001
Wednesday,8,Eid,1,Cloudy,1867,1.0
Sunday,22,Ganesh Chaturthi,0,Clear,1552,0.976
Friday,17,Diwali,1,Clear,1131,0.8655
Friday,8,Christmas,0,Clear,759,0.5795
Sunday,22,Eid,0,Cloudy,1014,0.7070000000000001
Monday,10,None,0,Clear,1433,0.7165
Monday,11,Diwali,0,Cloudy,504,0.452
Friday,23,Eid,1,Rainy,1117,0.8584999999999999
Monday,6,Christmas,0,Cloudy,715,0.5575
Tuesday,11,Ganesh Chaturthi,1,Clear,211,0.40549999999999997
Thursday,17,None,0,Cloudy,858,0.429
Wednesday,16,None,1,Cloudy,276,0.23800000000000002
Wednesday,23,None,1,Cloudy,1834,1.0
Wednesday,6,Ganesh Chaturthi,1,Cloudy,115,0.35750000000000004
Monday,13,None,0,Rainy,1728,0.864
Wednesday,4,Eid,0,Clear,448,0.42400000000000004
Wednesday,16,Christmas,0,Rainy,804,0.6020000000000001
Saturday,0,None,1,Cloudy,1515,0.8574999999999999
Tuesday,13,None,1,Rainy,280,0.24000000000000002
Wednesday,5,Eid,1,Clear,287,0.4435
Sunday,19,Ganesh Chaturthi,1,Cloudy,286,0.44299999999999995
Thursday,18,Diwali,1,Clear,1474,1.0
Monday,11,Ganesh Chaturthi,1,Rainy,277,0.4385
Wednesday,2,None,0,Rainy,886,0.443
Friday,17,Christmas,1,Rainy,185,0.39249999999999996
Sunday,5,Diwali,1,Clear,1945,1.0
Monday,6,Diwali,0,Rainy,1470,0.935
Wednesday,14,None,1,Rainy,1104,0.652
Monday,2,Christmas,0,Cloudy,1736,1.0
Thursday,2,None,1,Clear,1664,0.9319999999999999
Thursday,13,Eid,0,Clear,1963,1.0
Friday,8,Christmas,0,Rainy,722,0.5609999999999999
Monday,15,None,1,Clear,1411,0.8055
Saturday,0,Eid,0,Rainy,709,0.5545
Saturday,7,Ganesh Chaturthi,1,Clear,1353,0.9765
Sunday,14,Ganesh Chaturthi,1,Cloudy,1372,0.9860000000000001
Sunday,23,Diwali,0,Cloudy,1105,0.7525
Saturday,0,None,0,Cloudy,921,0.4605
Monday,18,Eid,1,Cloudy,510,0.555
Thursday,23,Eid,1,Cloudy,485,0.5425
Friday,14,Eid,0,Rainy,476,0.438
Monday,22,Ganesh Chaturthi,0,Rainy,232,0.316
Wednesday,15,Eid,1,Cloudy,847,0.7234999999999999
Thursday,14,Ganesh Chaturthi,1,Cloudy,940,0.7699999999999999
Thursday,15,Ganesh Chaturthi,1,Rainy,639,0.6195
Tuesday,20,Eid,1,Cloudy,1334,0.967
Tuesday,8,Christmas,0,Cloudy,865,0.6325000000000001
Saturday,9,Christmas,1,Cloudy,1838,1.0
Sunday,21,Christmas,0,Rainy,862,0.631
Friday,5,Eid,1,Cloudy,475,0.5375
Thursday,9,Christmas,1,Clear,1990,1.0
Sunday,4,Eid,1,Rainy,1427,1.0
Tuesday,23,Ganesh Chaturthi,1,Clear,729,0.6645
Sunday,7,None,1,Rainy,1245,0.7225
Monday,2,Ganesh Chaturthi,1,Rainy,568,0.584
Saturday,3,Christmas,1,Cloudy,1006,0.803
Wednesday,15,None,0,Clear,1288,0.644
Wednesday,5,None,0,Clear,1737,0.8685
Monday,8,Eid,0,Cloudy,115,0.2575
Monday,6,None,0,Clear,1553,0.7765
Wednesday,16,Ganesh Chaturthi,1,Clear,516,0.558
Friday,16,Ganesh Chaturthi,1,Cloudy,507,0.5535
Saturday,0,None,1,Rainy,192,0.196
Friday,19,None,0,Clear,1321,0.6605
Wednesday,1,Diwali,1,Cloudy,919,0.7595
Wednesday,18,Ganesh Chaturthi,0,Clear,1338,0.869
Saturday,7,None,0,Cloudy,1729,0.8645
Wednesday,8,Eid,0,Rainy,328,0.364
Friday,12,Eid,1,Rainy,219,0.4095
Thursday,17,None,0,Rainy,1014,0.507
Tuesday,0,Ganesh Chaturthi,1,Clear,386,0.493
Tuesday,1,None,0,Cloudy,126,0.063
Monday,6,Ganesh Chaturthi,0,Clear,237,0.3185
Friday,21,Eid,1,Clear,1511,1.0
Sunday,7,Ganesh Chaturthi,1,Rainy,111,0.35550000000000004
Friday,10,Ganesh Chaturthi,1,Rainy,1707,1.0
Wednesday,2,Diwali,0,Clear,1623,1.0
Tuesday,4,Ganesh Chaturthi,1,Rainy,1132,0.866
Saturday,18,Eid,1,Rainy,576,0.588
Friday,2,Ganesh Chaturthi,0,Rainy,1114,0.7570000000000001
Sunday,2,Diwali,1,Rainy,1297,0.9485
Thursday,23,None,0,Clear,529,0.2645
Thursday,22,None,1,Cloudy,488,0.344
Wednesday,5,Ganesh Chaturthi,0,Cloudy,116,0.258
Tuesday,4,Eid,0,Clear,864,0.632
Sunday,9,Ganesh Chaturthi,1,Clear,945,0.7725
Tuesday,16,Eid,0,Cloudy,1172,0.786
Friday,7,Ganesh Chaturthi,0,Rainy,1929,1.0
Thursday,22,Ganesh Chaturthi,0,Clear,1435,0.9175
Friday,11,Diwali,0,Cloudy,815,0.6074999999999999
Tuesday,21,Ganesh Chaturthi,1,Rainy,1134,0.8669999999999999
Saturday,19,Eid,1,Rainy,1948,1.0
Monday,22,Eid,1,Clear,1017,0.8084999999999999
Saturday,11,Ganesh Chaturthi,1,Rainy,407,0.5035
Tuesday,16,Eid,0,Cloudy,1940,1.0
Wednesday,23,Eid,0,Cloudy,1558,0.9790000000000001
Sunday,22,None,1,Rainy,1847,1.0
Saturday,17,None,1,Rainy,1051,0.6255
Thursday,23,Diwali,0,Clear,1511,0.9555
Tuesday,12,Ganesh Chaturthi,0,Clear,421,0.4105
Tuesday,18,Eid,0,Clear,1495,0.9475
Thursday,20,Eid,1,Cloudy,1494,1.0
Monday,8,Diwali,1,Cloudy,828,0.714
Wednesday,6,Ganesh Chaturthi,0,Rainy,112,0.256
Thursday,3,Diwali,0,Cloudy,1198,0.7989999999999999
Sunday,23,None,0,Rainy,789,0.3945
Wednesday,5,Christmas,0,Clear,1145,0.7725
Sunday,15,None,1,Rainy,1527,0.8634999999999999
Monday,13,Christmas,1,Clear,837,0.7185
Monday,2,Eid,0,Rainy,312,0.356
Saturday,17,None,0,Clear,673,0.3365
Monday,4,Christmas,0,Cloudy,524,0.462
Wednesday,2,Christmas,0,Clear,1637,1.0
Tuesday,14,None,0,Rainy,1243,0.6215
Tuesday,20,Ganesh Chaturthi,0,Cloudy,907,0.6535
Sunday,4,Christmas,0,Cloudy,1684,1.0
Sunday,20,Ganesh Chaturthi,0,Cloudy,395,0.3975
Monday,18,None,0,Cloudy,1100,0.55
Saturday,1,Eid,1,Cloudy,1963,1.0
Friday,16,Christmas,0,Cloudy,1500,0.95
Tuesday,15,Christmas,1,Cloudy,1766,1.0
Thursday,10,Eid,1,Clear,1144,0.872
Monday,2,Ganesh Chaturthi,0,Cloudy,1024,0.712
Sunday,14,Diwali,1,Clear,1429,1.0
Saturday,4,None,1,Rainy,854,0.527
Saturday,20,None,0,Clear,1171,0.5855
Monday,12,None,1,Clear,1877,1.0
Monday,17,Eid,1,Rainy,1823,1.0
Monday,20,Diwali,0,Rainy,290,0.345
Friday,15,Ganesh Chaturthi,0,Clear,382,0.391
Thursday,16,Christmas,0,Clear,1561,0.9804999999999999
Saturday,20,Diwali,0,Rainy,342,0.371
Sunday,22,Diwali,0,Rainy,246,0.323
Saturday,5,Ganesh Chaturthi,0,Cloudy,1257,0.8285
Tuesday,6,Diwali,1,Cloudy,737,0.6685
Thursday,11,Ganesh Chaturthi,1,Cloudy,1910,1.0
Thursday,18,None,0,Cloudy,1207,0.6035
Friday,11,Diwali,0,Rainy,507,0.4535
Monday,15,Ganesh Chaturthi,1,Rainy,993,0.7965
Monday,22,None,1,Rainy,502,0.351
Thursday,18,Christmas,1,Cloudy,1201,0.9005
Monday,16,Eid,0,Cloudy,124,0.262
Saturday,11,Christmas,1,Clear,1870,1.0
Friday,22,Diwali,1,Cloudy,1363,0.9814999999999999
Friday,13,None,1,Clear,1892,1.0
Thursday,22,Diwali,0,Cloudy,1131,0.7655000000000001
Thursday,2,None,0,Rainy,1567,0.7835
Thursday,4,Ganesh Chaturthi,0,Clear,1881,1.0
Thursday,12,None,0,Rainy,1779,0.8895
Friday,12,Christmas,0,Rainy,1464,0.9319999999999999
Wednesday,0,None,0,Rainy,276,0.138
Tuesday,22,Eid,0,Cloudy,1633,1.0
Saturday,16,Eid,0,Rainy,926,0.663
Sunday,10,Christmas,0,Clear,375,0.3875
Thursday,2,Ganesh Chaturthi,1,Rainy,227,0.4135
Monday,7,Eid,0,Cloudy,1577,0.9884999999999999
Tuesday,20,None,0,Cloudy,1168,0.584
Friday,9,None,0,Cloudy,1119,0.5595
Saturday,0,Diwali,0,Cloudy,1567,0.9835
Sunday,16,None,1,Clear,1590,0.895
Friday,5,Diwali,0,Clear,297,0.34850000000000003
Tuesday,22,Ganesh Chaturthi,0,Clear,398,0.399
Wednesday,13,Eid,0,Clear,146,0.273
Wednesday,21,Eid,0,Rainy,908,0.654
Tuesday,23,Eid,0,Cloudy,413,0.4065
Friday,13,Eid,1,Rainy,855,0.7274999999999999
Sunday,22,Eid,0,Clear,1377,0.8885000000000001
Friday,9,Diwali,1,Clear,1187,0.8935000000000001
Friday,13,Diwali,0,Cloudy,1009,0.7044999999999999
Monday,16,Christmas,0,Rainy,560,0.48000000000000004
Friday,5,None,0,Cloudy,1285,0.6425
Wednesday,18,Ganesh Chaturthi,0,Rainy,998,0.6990000000000001
Saturday,18,Christmas,0,Clear,1752,1.0
Sunday,14,Christmas,0,Rainy,769,0.5845
Saturday,13,Christmas,1,Clear,860,0.73
Thursday,2,Eid,0,Clear,236,0.318
Saturday,9,None,1,Cloudy,172,0.186
Wednesday,19,Diwali,1,Clear,1085,0.8424999999999999
Sunday,11,Eid,1,Clear,1208,0.904
Monday,11,Eid,0,Rainy,1550,0.9750000000000001
Friday,22,None,1,Clear,382,0.29100000000000004
Friday,21,Eid,0,Rainy,250,0.325
Thursday,21,Christmas,1,Clear,873,0.7365
Friday,17,Christmas,1,Clear,1263,0.9314999999999999
Friday,10,Ganesh Chaturthi,1,Cloudy,466,0.533
Monday,12,Diwali,1,Cloudy,1515,1.0
Friday,20,Diwali,0,Cloudy,678,0.539
Monday,11,Eid,1,Clear,727,0.6635
Tuesday,7,Ganesh Chaturthi,0,Rainy,1420,0.9099999999999999
Sunday,14,None,1,Clear,794,0.497
Monday,7,None,1,Clear,1528,0.864
Sunday,12,Diwali,0,Rainy,737,0.5685
Thursday,23,Eid,0,Clear,1321,0.8605
Sunday,18,Christmas,0,Cloudy,1078,0.7390000000000001
Wednesday,17,Ganesh Chaturthi,0,Clear,494,0.447
Monday,9,None,1,Cloudy,969,0.5845
Friday,17,Christmas,0,Clear,658,0.529
Thursday,15,None,0,Clear,319,0.1595
Wednesday,2,Ganesh Chaturthi,0,Rainy,1405,0.9025000000000001
Saturday,1,Eid,0,Rainy,875,0.6375
Monday,2,None,0,Clear,702,0.351
Thursday,17,Christmas,1,Cloudy,344,0.472
Wednesday,10,Eid,0,Rainy,1384,0.8919999999999999
Friday,1,Eid,0,Rainy,1626,1.0
Sunday,15,None,0,Clear,1900,0.95
Thursday,4,Diwali,1,Clear,1445,1.0
Tuesday,0,Ganesh Chaturthi,1,Cloudy,407,0.5035
Tuesday,5,Diwali,0,Cloudy,158,0.279
Saturday,8,None,1,Cloudy,103,0.1515
Tuesday,14,None,1,Clear,628,0.41400000000000003
Thursday,13,Diwali,1,Cloudy,1852,1.0
Wednesday,4,Diwali,1,Cloudy,759,0.6795
Sunday,23,Eid,0,Cloudy,561,0.48050000000000004
Thursday,3,Diwali,1,Cloudy,763,0.6815
Monday,15,None,0,Cloudy,1284,0.642
Saturday,23,Christmas,1,Clear,1410,1.0
Tuesday,8,None,1,Clear,658,0.42900000000000005
Wednesday,4,Ganesh Chaturthi,1,Cloudy,607,0.6035
Wednesday,12,Ganesh Chaturthi,1,Clear,238,0.41900000000000004
Saturday,23,None,0,Cloudy,1938,0.969
Thursday,8,Christmas,1,Cloudy,1418,1.0
Wednesday,7,Diwali,1,Rainy,503,0.5515
Thursday,12,Eid,1,Clear,1013,0.8064999999999999
Monday,10,Diwali,0,Rainy,1803,1.0
Sunday,23,Eid,0,Cloudy,1985,1.0
Saturday,12,None,1,Cloudy,404,0.30200000000000005
Sunday,17,Diwali,0,Rainy,1581,0.9904999999999999
Tuesday,23,Diwali,1,Rainy,689,0.6445
Thursday,18,Eid,1,Cloudy,1744,1.0
Tuesday,20,Christmas,0,Cloudy,1046,0.7230000000000001
Saturday,8,Eid,1,Clear,1907,1.0
Saturday,10,Diwali,1,Cloudy,970,0.785
Tuesday,5,Christmas,1,Clear,416,0.508
Monday,20,Diwali,1,Cloudy,1338,0.969
Thursday,11,Ganesh Chaturthi,0,Rainy,1029,0.7144999999999999
Friday,4,Eid,0,Clear,101,0.2505
Wednesday,6,Diwali,0,Clear,673,0.5365
Thursday,10,Eid,1,Cloudy,226,0.41300000000000003
Wednesday,23,Diwali,1,Rainy,1718,1.0
Wednesday,2,None,1,Cloudy,633,0.4165
Friday,4,Eid,0,Clear,1666,1.0
Sunday,1,None,0,Cloudy,1407,0.7035
Saturday,1,Diwali,1,Clear,731,0.6655
Saturday,11,Eid,1,Rainy,180,0.39
Tuesday,7,Christmas,0,Rainy,1354,0.877
Thursday,13,Christmas,1,Clear,1001,0.8004999999999999
Friday,13,Eid,0,Clear,980,0.69
Tuesday,0,Ganesh Chaturthi,1,Cloudy,957,0.7785
Monday,10,Christmas,0,Clear,1882,1.0
Monday,12,None,1,Clear,1794,0.997
Wednesday,19,Ganesh Chaturthi,0,Clear,786,0.593
Tuesday,8,Christmas,0,Rainy,716,0.558
Monday,5,Eid,0,Cloudy,201,0.3005
Friday,16,None,0,Cloudy,1881,0.9405
Thursday,23,Diwali,1,Cloudy,1526,1.0
Tuesday,2,Eid,1,Rainy,1344,0.9720000000000001
Monday,10,Diwali,1,Clear,786,0.693
Sunday,1,Christmas,0,Clear,1324,0.8620000000000001
Tuesday,11,Christmas,1,Rainy,319,0.4595
Friday,8,Diwali,0,Clear,108,0.254
Tuesday,18,Ganesh Chaturthi,0,Cloudy,403,0.4015
Wednesday,20,Diwali,1,Clear,1632,1.0
Friday,20,Ganesh Chaturthi,1,Cloudy,1740,1.0
Wednesday,16,Diwali,0,Cloudy,727,0.5635
Monday,9,Ganesh Chaturthi,1,Clear,1090,0.8450000000000001
Wednesday,15,Eid,0,Cloudy,1032,0.716
Saturday,0,Eid,0,Rainy,458,0.42900000000000005
Friday,12,Eid,0,Cloudy,441,0.4205
Saturday,17,Diwali,0,Cloudy,1040,0.72
Monday,11,Eid,1,Rainy,441,0.5205
Saturday,9,Eid,0,Rainy,517,0.4585
Wednesday,1,Ganesh Chaturthi,0,Clear,1570,0.9850000000000001
Thursday,5,Eid,1,Cloudy,276,0.43800000000000006
